59.247	69.461	0
59.161	69.358	0.165
59.054	69.23	0.33
58.878	69.016	0.495
58.762	68.88	0.66
58.548	68.736	0.825
58.327	68.513	0.99
57.93	68.252	1.155
57.827	68.151	1.32
57.674	68.009	1.485
58.293	69.919	0
58.314	69.919	0.165
58.206	69.877	0.33
58.262	69.869	0.495
58.209	69.741	0.66
58.243	69.76	0.825
58.12	69.69	0.99
58.156	69.685	1.155
58.106	69.706	1.32
58.178	69.703	1.485
58.161	69.755	1.65
58.151	69.709	1.815
58.208	69.777	1.98
58.252	69.883	2.145
58.205	69.84	2.31
58.18	69.826	2.475
58.047	69.845	2.64
58.014	69.854	2.805
58.051	69.893	2.97
58.001	69.833	3.135
57.959	69.758	3.3
57.911	69.821	3.465
57.872	69.861	3.63
57.969	69.845	3.795
57.944	69.815	3.96
57.964	69.809	4.125
57.869	69.9	4.29
57.889	69.934	4.455
57.994	69.9	4.62
58.019	69.884	4.785
58.155	69.934	4.95
58.166	69.976	5.115
58.086	70.023	5.28
58.038	69.943	5.445
58.194	69.989	5.61
58.182	69.972	5.775
58.009	69.929	5.94
58.032	69.897	6.105
57.94	69.917	6.27
57.83	69.892	6.435
57.824	69.963	6.6
57.777	69.916	6.765
57.898	70.061	6.93
57.921	70.045	7.095
57.854	70.123	7.26
57.815	70.164	7.425
57.861	70.233	7.59
58.025	70.244	7.755
57.983	70.168	7.92
58.064	70.236	8.085
57.976	70.299	8.25
58.094	70.281	8.415
58.17	70.325	8.58
57.962	70.319	8.745
58.001	70.438	8.91
58.134	70.418	9.075
57.998	70.285	9.24
58.144	70.295	9.405
58.119	70.256	9.57
58.219	70.289	9.735
58.411	70.432	9.9
58.406	70.361	10.065
58.46	70.363	10.23
58.417	70.455	10.395
58.477	70.418	10.56
58.594	70.473	10.725
58.591	70.456	10.89
58.59	70.446	11.055
58.448	70.357	11.22
58.463	70.416	11.385
58.474	70.428	11.55
58.558	70.496	11.715
58.672	70.637	11.88
58.597	70.668	12.045
58.654	70.572	12.21
59.664	70.858	0
59.686	70.694	0.165
59.683	70.736	0.33
59.77	70.825	0.495
59.805	70.704	0.66
59.792	70.73	0.825
59.825	70.765	0.99
59.726	70.738	1.155
59.656	70.681	1.32
59.838	70.803	1.485
59.9	70.743	1.65
59.754	70.756	1.815
59.644	70.558	1.98
59.609	70.556	2.145
59.702	70.584	2.31
59.624	70.536	2.475
59.68	70.519	2.64
59.777	70.477	2.805
59.632	70.499	2.97
59.618	70.588	3.135
59.406	70.654	3.3
59.58	70.633	3.465
59.785	70.704	3.63
59.852	70.711	3.795
59.604	70.547	3.96
59.504	70.352	4.125
59.36	70.287	4.29
59.338	70.262	4.455
59.215	70.18	4.62
59.258	70.283	4.785
59.254	70.259	4.95
59.22	70.18	5.115
59.159	70.203	5.28
59.183	70.198	5.445
59.257	70.266	5.61
59.152	70.249	5.775
59.033	70.22	5.94
59.057	70.16	6.105
59.045	70.136	6.27
58.877	70.106	6.435
58.793	70.102	6.6
58.883	70.081	6.765
58.792	70.036	6.93
58.887	70.058	7.095
58.9	70.041	7.26
58.876	70.069	7.425
58.823	70.174	7.59
59.017	70.196	7.755
59.001	70.242	7.92
59.035	70.34	8.085
58.882	70.307	8.25
59.035	70.303	8.415
58.928	70.26	8.58
58.963	70.428	8.745
58.932	70.43	8.91
58.944	70.403	9.075
59.092	70.329	9.24
59.076	70.386	9.405
59.181	70.503	9.57
59.325	70.542	9.735
59.383	70.501	9.9
59.353	70.461	10.065
59.409	70.561	10.23
59.435	70.635	10.395
59.449	70.527	10.56
59.43	70.535	10.725
59.455	70.613	10.89
59.463	70.628	11.055
59.409	70.599	11.22
59.511	70.491	11.385
59.474	70.5	11.55
59.346	70.472	11.715
59.37	70.428	11.88
59.347	70.435	12.045
59.161	70.482	12.21
59.003	70.513	12.375
58.912	70.543	12.54
59.211	70.512	12.705
59.335	70.439	12.87
59.323	70.459	13.035
59.424	70.527	13.2
59.477	70.618	13.365
59.42	70.634	13.53
59.385	70.622	13.695
59.57	70.636	13.86
59.523	70.613	14.025
59.602	70.627	14.19
59.526	70.602	14.355
59.536	70.607	14.52
59.522	70.663	14.685
59.565	70.727	14.85
59.637	70.838	15.015
59.524	70.843	15.18
59.696	70.922	15.345
59.65	70.981	15.51
59.562	70.97	15.675
59.604	70.933	15.84
59.577	70.899	16.005
59.604	70.799	16.17
59.555	70.862	16.335
59.654	70.8	16.5
59.65	70.878	16.665
59.533	70.981	16.83
59.463	70.968	16.995
59.621	70.91	17.16
59.619	70.858	17.325
59.609	70.848	17.49
59.581	70.817	17.655
59.624	70.833	17.82
59.515	70.788	17.985
59.538	70.779	18.15
59.46	70.643	18.315
59.518	70.562	18.48
59.504	70.476	18.645
59.612	70.513	18.81
59.679	70.54	18.975
59.627	70.526	19.14
59.744	70.628	19.305
59.674	70.685	19.47
59.572	70.569	19.635
59.658	70.673	19.8
59.743	70.788	19.965
59.659	70.737	20.13
59.631	70.748	20.295
59.744	70.726	20.46
59.705	70.898	20.625
59.638	70.755	20.79
59.554	70.889	20.955
59.556	70.87	21.12
59.58	70.914	21.285
59.353	70.873	21.45
59.215	70.86	21.615
59.39	71.03	21.78
59.351	71.018	21.945
59.452	71.032	22.11
59.612	70.912	22.275
59.536	71.049	22.44
59.618	71.133	22.605
59.418	70.961	22.77
59.526	71.076	22.935
59.453	71.13	23.1
59.527	71.083	23.265
59.4	71.038	23.43
59.71	71.151	23.595
59.807	71.28	23.76
59.475	71.076	23.925
59.283	70.846	24.09
59.502	70.879	24.255
59.396	70.914	24.42
59.331	70.775	24.585
59.363	70.708	24.75
59.463	70.752	24.915
59.381	70.767	25.08
59.408	70.724	25.245
59.277	70.535	25.41
59.172	70.536	25.575
58.968	70.356	25.74
59.002	70.405	25.905
58.95	70.37	26.07
58.925	70.337	26.235
58.777	70.127	26.4
58.581	69.933	26.565
58.407	69.866	26.73
58.164	69.707	26.895
57.992	69.768	27.06
57.989	69.88	27.225
57.993	70.019	27.39
58.122	70.178	27.555
57.975	70.06	27.72
58.007	70.117	27.885
